,Names,Intelligence,Strength,Speed,Durability,Power,Combat,Tier,Abilities,Creators
663,Batzarro,20,1,6,10,30,20,10,"['Supernatural Condition', 'Danger Sense', 'Explosion Manipulation', 'Gliding', 'Grappling/Climbing', 'Marksmanship', 'Weapon-based Powers', 'Weapons Master']",DC Comics
664,Baud,0,0,0,0,0,0,0,,DC Comics
665,Baytor,0,0,0,0,0,0,0,,DC Comics
666,Beard Hunter,0,0,0,0,0,0,0,,DC Comics
667,Beast Boy,60,25,25,20,40,45,20,"['Agility', 'Animal Attributes', 'Animal Oriented Powers', 'Durability', 'Reflexes', 'Shapeshifting', 'Stamina', 'Super Speed', 'Super Strength', 'Accelerated Healing', 'Adaptation', 'Animal Control', 'Cold Resistance', 'Danger Sense', 'Dexterity', 'Endurance', 'Enhanced Hearing', 'Enhanced Senses', 'Enhanced Sight', 'Enhanced Smell', 'Flight', 'Gliding', 'Jump', 'Radar Sense', 'Sonar', 'Stealth', 'Sub-Mariner', 'Toxin and Disease Resistance', 'Wallcrawling', 'Size Changing']",DC Comics
668,Beast Boy,65,25,20,20,50,70,10,"['Stamina', 'Accelerated Healing', 'Agility', 'Animal Attributes', 'Animal Oriented Powers', 'Berserk Mode', 'Stealth', 'Transmutation']",DC Comics
669,Beast Boy,55,30,25,25,35,30,20,"['Durability', 'Enhanced Senses', 'Stamina', 'Accelerated Healing', 'Agility', 'Animal Attributes', 'Animal Oriented Powers', 'Empathy', 'Endurance', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Touch', 'Flight', 'Jump', 'Shapeshifting', 'Size Changing']",DC Comics
670,Beast Boy,50,25,25,20,35,15,20,"['Durability', 'Stamina', 'Accelerated Healing', 'Animal Attributes', 'Animal Oriented Powers', 'Endurance', 'Enhanced Hearing', 'Enhanced Senses', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Touch', 'Flight', 'Jump', 'Shapeshifting', 'Size Changing']",DC Comics
671,Beast Boy,40,15,20,15,30,5,10,"['Agility', 'Animal Attributes', 'Animal Oriented Powers', 'Durability', 'Shapeshifting', 'Super Speed', 'Super Strength', 'Dexterity', 'Endurance', 'Enhanced Hearing', 'Enhanced Senses', 'Enhanced Sight', 'Enhanced Smell', 'Flight', 'Gliding', 'Jump', 'Reflexes', 'Stealth', 'Wallcrawling']",DC Comics
672,Beast Boy,85,1,25,5,70,20,80,"['Cosmic Awareness', 'Animal Attributes', 'Animal Control', 'Animal Oriented Powers', 'Metaphysics Manipulation', 'Subterranean', 'Terrakinesis', 'The Fourth Wall']",DC Comics
673,Beast Boy,60,25,17,15,40,60,10,"['Agility', 'Animal Attributes', 'Animal Oriented Powers', 'Endurance', 'Reflexes', 'Shapeshifting', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Tentacles', 'Transformation', 'Underwater breathing', 'Wallcrawling', 'Accelerated Healing', 'Acrobatics', 'Enhanced Hearing', 'Enhanced Senses', 'Enhanced Smell', 'Sub-Mariner', 'Toxin and Disease Resistance', 'Venomous Bite', 'Vision - Night', 'Animal Control', 'Regeneration', 'Toxin and Disease Control']",DC Comics
674,Beautiful Dreamer,0,0,0,0,0,0,0,,DC Comics
675,Beauty,0,0,0,0,0,0,0,,DC Comics
676,Bedovian,0,0,0,0,0,0,0,,DC Comics
677,Beebo (Totem Avatar),0,0,0,0,0,0,0,,DC Comics
678,Beelzebub,0,0,0,0,0,0,0,,DC Comics
679,Behemoth,0,0,0,0,0,0,0,,DC Comics
680,Behemoth,0,0,0,0,0,0,0,,DC Comics
681,Behrad Tarazi,65,1,7,10,25,25,10,"['Air Control', 'Wind Control', 'Agility', 'Weapons Master']",DC Comics
682,Bekka,70,50,50,40,50,100,40,"['Accelerated Healing', 'Agility', 'Bloodlust', 'Endurance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Senses', 'Enhanced Sight', 'Flight', 'Godly Physiology', 'Immortality', 'Intelligence', 'Invulnerability', 'Jump', 'Longevity', 'Master Martial Artist', 'Master Tactician', 'Radiation Immunity', 'Stamina', 'Super Speed', 'Super Strength', 'Swordsmanship', 'Toxin and Disease Resistance', 'Weapons Master', 'Acrobatics', 'Cold Resistance', 'Fire Resistance', 'Heat Resistance', 'Regeneration', 'Self-Sustenance', 'Energy Resistance']",DC Comics
683,Bel Juz,0,0,0,0,0,0,0,,DC Comics
684,Belial,0,0,0,0,0,0,0,,DC Comics
685,Belial,0,0,0,0,0,0,0,,DC Comics
686,Belphegor,0,0,0,0,0,0,0,,DC Comics
687,Benjamin Bloch,0,0,0,0,0,0,0,,DC Comics
688,Beppo,0,0,0,0,0,0,0,,DC Comics
689,Beppo,50,25,5,35,60,50,20,"['Flight', 'Interstellar Travel', 'Super Breath', 'Super Speed', 'Super Strength', 'Levitation', 'Self-Sustenance', 'Zombie Physiology', 'Angel Physiology', 'Demon Physiology', 'Energy Blasts', 'Force Speed', 'Godly Physiology', 'Jaw Strength', 'Mind Blast', 'Neon Blasts', 'Qwardian Power Ring', 'Spaceflight', 'Speed Force', 'Strength Force', 'Vision - Thermal']",DC Comics
690,Berchta,0,0,0,0,0,0,0,,DC Comics
691,Bernadeth,0,0,0,0,0,0,0,,DC Comics
692,Beth Ross,0,0,0,0,0,0,0,,DC Comics
693,Bette Noir,0,0,0,0,0,0,0,,DC Comics
694,Beyonder,0,0,0,0,0,0,0,,DC Comics
695,Bia,0,0,0,0,0,0,0,,DC Comics
696,Bibbo Bibbowski,45,5,1,5,5,20,10,,DC Comics
697,Bibbo Bibbowski,0,0,0,0,0,0,0,,DC Comics
698,Big Atomic Lantern Boy,0,0,0,0,0,0,0,,DC Comics
699,Big Bard,0,0,0,0,0,0,0,,DC Comics
700,Big Barda,75,100,80,75,70,100,50,"['Accelerated Healing', 'Acrobatics', 'Agility', 'Cold Resistance', 'Dexterity', 'Durability', 'Endurance', 'Fire Resistance', 'Heat Resistance', 'Immortality', 'Intelligence', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Weapon-based Powers', 'Weapons Master', 'Adaptation', 'Energy Blasts', 'Energy Constructs', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Flight', 'Godly Physiology', 'Invulnerability', 'Jump', 'Master Tactician', 'Power Suit', 'Teleportation', 'Gravity Control', 'Self-Sustenance']",DC Comics
701,Big Barda,70,75,50,75,65,100,40,"['Endurance', 'Heat Resistance', 'Immortality', 'Intelligence', 'Master Martial Artist', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Weapons Master', 'Accelerated Healing', 'Cold Resistance', 'Electricity Resistance', 'Energy Resistance', 'Indomitable Will', 'Invulnerability', 'Reflexes', 'Agility', 'Flight']",DC Comics
702,Big Barda,0,0,0,0,0,0,0,,DC Comics
703,Big Barda,0,0,0,0,0,0,0,,DC Comics
704,Big Barda,0,0,0,0,0,0,0,,DC Comics
705,Big Bear,0,0,0,0,0,0,0,,DC Comics
706,Big Breeda,0,0,0,0,0,0,0,,DC Comics
707,Big Figure,0,0,0,0,0,0,0,,DC Comics
708,Big John,0,0,0,0,0,0,0,,DC Comics
709,Big Sir,0,0,0,0,0,0,0,,DC Comics
710,Bigby Wolf,60,25,25,20,35,50,10,"['Agility', 'Animal Attributes', 'Cold Resistance', 'Dexterity', 'Endurance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Senses', 'Enhanced Sight', 'Enhanced Smell', 'Heat Resistance', 'Magic Resistance', 'Mind Control Resistance', 'Reflexes', 'Self-Sustenance', 'Shapeshifting', 'Soul Resistance', 'Stamina', 'Accelerated Healing', 'Acrobatics', 'Air Control', 'Animal Oriented Powers', 'Curse Resistance', 'Immortality', 'Master Martial Artist', 'Master Tactician', 'Natural Weapons', 'Power Nullifier', 'Radiation Immunity', 'Regeneration', 'Resurrection', 'Toxin and Disease Resistance', 'Weapons Master']",DC Comics
711,Billy Batson,0,0,0,0,0,0,0,,DC Comics
712,Billy Gunn,0,0,0,0,0,0,0,,DC Comics
713,Billy Numerous,0,0,0,0,0,0,0,,DC Comics
714,Billy Numerous,0,0,0,0,0,0,0,,DC Comics
715,Billy Wristwatch,0,0,0,0,0,0,0,,DC Comics
716,Bird,0,0,0,0,0,0,0,,DC Comics
717,Bird,0,0,0,0,0,0,0,,DC Comics
718,Birthday Boy,0,0,0,0,0,0,0,,DC Comics
719,Birthday Girl,0,0,0,0,0,0,0,,DC Comics
720,Bitewing,0,0,0,0,0,0,0,,DC Comics
721,Bivvix,0,0,0,0,0,0,0,,DC Comics
722,Bizarra,30,100,80,75,40,30,50,"['Super Strength', 'Supernatural Condition', 'Acrobatics', 'Flight', 'Grappling/Climbing', 'Marksmanship', 'Mind Control', 'Weapon-based Powers', 'Weapons Master']",DC Comics
723,Bizarress,0,0,0,0,0,0,0,,DC Comics
724,Bizarro,35,100,100,75,75,50,50,"['Accelerated Healing', 'Cryokinesis', 'Damage Reduction', 'Durability', 'Enhanced Hearing', 'Enhanced Senses', 'Enhanced Sight', 'Fire Control', 'Fire Resistance', 'Flight', 'Heat Resistance', 'Insanity', 'Invulnerability', 'Jump', 'Mind Control Resistance', 'Rage Power', 'Self-Sustenance', 'Stamina', 'Super Breath', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Vision - Cryo', 'Acrobatics', 'Afterimage Creation', 'Agility', 'Bloodlust', 'Danger Sense', 'Duplication', 'Element Control', 'Energy Absorption', 'Heat Generation', 'Hypnokinesis', 'Invisibility', 'Longevity', 'Magma Manipulation', 'Marksmanship', 'Matter Manipulation', 'Molecular Oscillation', 'Non-Physical Interaction', 'Pain Suppression', 'Phasing', 'Radiation Absorption', 'Radiation Control', 'Radiation Immunity', 'Reflexes', 'Regeneration', 'Self-Destruction', 'Space Survivability', 'Spaceflight', 'Spatial Awareness', 'Vision - Microscopic', 'Vision - Telescopic', 'Vision - X-Ray', 'Vision - Heat']",DC Comics
725,Bizarro,0,0,0,0,0,0,0,,DC Comics
726,Bizarro,0,0,0,0,0,0,0,,DC Comics
727,Bizarro,35,100,25,100,90,30,40,"['Durability', 'Flight', 'Invulnerability', 'Stamina', 'Super Speed', 'Super Strength', 'Immortality', 'Lantern Power Ring', 'Levitation', 'Magic', 'Speed Force', 'Angel Physiology', 'Arcane Magic', 'Arcane Magic', 'Chaos Magic', 'Dark Magic', 'Demon Physiology', 'Durability Negation', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Senses', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Thievery', 'Enhanced Touch', 'Force Speed', 'Godly Physiology', 'Immortality Negation', 'Jaw Strength', 'Magic Absorption', 'Magic Resistance', 'Qwardian Power Ring', 'Rune Magic', 'Strength Force', 'Zombie Physiology']",DC Comics
728,Bizarro,35,100,100,75,60,20,50,"['Cryokinesis', 'Enhanced Sight', 'Fire Control', 'Flight', 'Intelligence', 'Invulnerability', 'Regeneration', 'Self-Sustenance', 'Super Speed', 'Super Strength', 'Vision - Heat', 'Vision - Infrared', 'Vision - Telescopic', 'Vision - X-Ray']",DC Comics
729,Bizarro,0,0,0,0,0,0,0,,DC Comics
730,Bizarro,0,0,0,0,0,0,0,,DC Comics
731,Bizarro,0,0,0,0,0,0,0,,DC Comics
732,Bizarro Green Lantern,0,0,0,0,0,0,0,,DC Comics
733,Bizarro Jimmy Olsen,0,0,0,0,0,0,0,,DC Comics
734,Bizarro Jonathan,0,0,0,0,0,0,0,,DC Comics
735,Bizarro Lana Lang,0,0,0,0,0,0,0,,DC Comics
736,Bizarro Lex Luthor,0,0,0,0,0,0,0,,DC Comics
737,Bizarro Lucy Lane,0,0,0,0,0,0,0,,DC Comics
738,Bizarro Perry White,0,0,0,0,0,0,0,,DC Comics
739,Bizarro-Doomsday,0,0,0,0,0,0,0,,DC Comics
740,Bizarro-Flash,0,0,0,0,0,0,0,,DC Comics
741,Bizarro-Girl,0,0,0,0,0,0,0,,DC Comics
742,Bizarro-Girl,0,0,0,0,0,0,0,,DC Comics
743,Black Adam,95,100,100,100,100,95,60,"['Accelerated Healing', 'Agility', 'Blessed', 'Bullet Time', 'Clairvoyance', 'Clairvoyance Resistance', 'Cold Resistance', 'Electrical Transport', 'Electricity Absorption', 'Electricity Resistance', 'Electro-Magnetism Manipulation', 'Electrokinesis', 'Endurance', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Senses', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Thievery', 'Enhanced Touch', 'Flight', 'Heat Generation', 'Holy Resistance', 'Immortality', 'Intelligence', 'Interstellar Travel', 'Invulnerability', 'Jump', 'Levitation', 'Light Control', 'Longevity', 'Magic', 'Magic Resistance', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Power Augmentation', 'Radiation Immunity', 'Reflexes', 'Self-Sustenance', 'Soul Resistance', 'Spaceflight', 'Stamina', 'Time Manipulation Resistance', 'Time Travel', 'Toxin and Disease Resistance', 'Weapons Master', 'Adaptation', 'Biokinesis', 'Corruption Resistance', 'Curse Resistance', 'Dimensional Travel', 'Element Control', 'Energy Constructs', 'Fire Resistance', 'Godly Physiology', 'Heat Resistance', 'Hellfire Resistance', 'Hypnokinesis', 'Illusion Resistance', 'Indomitable Will', 'Mind Control Resistance', 'Possession Resistance', 'Regeneration', 'Telekinesis', 'Telepathy Resistance', 'Teleportation', 'Transformation']",DC Comics
744,Black Adam,85,100,100,90,90,85,60,"['Accelerated Healing', 'Afterimage Creation', 'Agility', 'Bullet Time', 'Cold Resistance', 'Durability', 'Electricity Resistance', 'Electrokinesis', 'Endurance', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Senses', 'Fire Resistance', 'Flight', 'Heat Generation', 'Heat Resistance', 'Illumination', 'Intelligence', 'Invulnerability', 'Jump', 'Marksmanship', 'Master Tactician', 'Reflexes', 'Self-Sustenance', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Acrobatics', 'Dimensional Travel', 'Electrical Transport', 'Energy Blasts', 'Energy Constructs', 'Immortality', 'Indomitable Will', 'Interstellar Travel', 'Latent Abilities', 'Light Control', 'Magic', 'Magic Resistance', 'Master Martial Artist', 'Mind Control Resistance', 'Non-Physical Interaction', 'Perception Manipulation', 'Petrification', 'Radiation Immunity', 'Regeneration', 'Stealth', 'Super Breath', 'Teleportation', 'Transformation', 'Vision - Night', 'Clairvoyance', 'Danger Sense', 'Omnilingualism', 'Wishing']",DC Comics
745,Black Adam,95,100,80,65,100,90,40,"['Acid Resistants', 'Agility', 'Blessed', 'Cold Resistance', 'Dexterity', 'Electricity Resistance', 'Electro-Magnetism Manipulation', 'Electrokinesis', 'Endurance', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Fire Resistance', 'Flight', 'Godly Physiology', 'Heat Generation', 'Heat Resistance', 'Immortality', 'Intelligence', 'Levitation', 'Longevity', 'Magic', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Radiation Immunity', 'Reflexes', 'Self-Sustenance', 'Space Survivability', 'Spaceflight', 'Stamina', 'Toxin and Disease Resistance', 'Weapons Master', 'Weather Control', 'Accelerated Healing', 'Adaptation', 'Berserk Mode', 'Biokinesis', 'Bloodlust', 'Clairvoyance', 'Clairvoyance Resistance', 'Curse Resistance', 'Dimensional Travel', 'Electricity Absorption', 'Element Control', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Senses', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Touch', 'Interstellar Travel', 'Invulnerability', 'Jump', 'Mind Control Resistance', 'Portal Creation', 'Regeneration', 'Shockwaves Generation', 'Soul Resistance', 'Statistics Amplification', 'Teleportation', 'Transformation', 'Underwater breathing']",DC Comics
746,Black Adam,95,100,100,100,100,100,80,"['Accelerated Healing', 'Agility', 'Berserk Mode', 'Bloodlust', 'Bullet Time', 'Clairvoyance', 'Cold Resistance', 'Dexterity', 'Dimensional Travel', 'Durability', 'Electrokinesis', 'Emotional Power Up', 'Endurance', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Senses', 'Enhanced Sight', 'Fire Resistance', 'Flight', 'Godly Physiology', 'Heal', 'Heat Generation', 'Heat Resistance', 'Immortality', 'Indomitable Will', 'Intelligence', 'Interstellar Travel', 'Invulnerability', 'Jump', 'Levitation', 'Light Control', 'Longevity', 'Magic', 'Magic Absorption', 'Magic Resistance', 'Master Martial Artist', 'Master Tactician', 'Mind Control Resistance', 'Omnilingualism', 'Power Augmentation', 'Radiation Immunity', 'Reflexes', 'Self-Sustenance', 'Spaceflight', 'Stamina', 'Super Breath', 'Super Speed', 'Super Strength', 'Teleportation', 'Time Manipulation Resistance', 'Time Travel', 'Toxin and Disease Resistance', 'Transformation', 'Weapons Master', 'Weather Control', 'Wind Control', 'Clairvoyance Resistance', 'Corruption Resistance', 'Dimensional Awareness', 'Electrical Transport', 'Electricity Absorption', 'Electricity Resistance', 'Electro-Magnetism Manipulation', 'Element Control', 'Elemental Transmogrification', 'Regeneration', 'Soul Resistance', 'Telepathy Resistance', 'Timeframe Control']",DC Comics
747,Black Adam (WW3),0,0,0,0,0,0,0,,DC Comics
748,Black Adam,0,0,0,0,0,0,0,,DC Comics
749,Black Adam,0,0,0,0,0,0,0,,DC Comics
750,Black Adam (Amulet of Isis),0,0,0,0,0,0,0,,DC Comics
751,Black Adam,0,0,0,0,0,0,0,,DC Comics
752,Black Adam (Justice League Action),55,55,100,45,50,80,20,"['Agility', 'Divine Powers', 'Durability', 'Electrokinesis', 'Energy Constructs', 'Flight', 'Force Fields', 'Immortality', 'Magic', 'Magic Absorption', 'Reflexes', 'Self-Sustenance', 'Stamina', 'Super Speed', 'Super Strength', 'Transformation', 'Blessed', 'Creation', 'Element Control', 'Telekinesis', 'Transmutation']",DC Comics
753,Black Adam,0,0,0,0,0,0,0,,DC Comics
754,Black Adam,0,0,0,0,0,0,0,,DC Comics
755,Black Alice,65,90,85,80,100,50,60,"['Absorption', 'Adaptation', 'Agility', 'Animal Control', 'Animation', 'Astral Projection', 'Astral Trap', 'Banish', 'Clairvoyance', 'Cloth Manipulation', 'Cold Resistance', 'Cosmic Awareness', 'Dark Arts', 'Durability', 'Electricity Resistance', 'Emotional Power Up', 'Endurance', 'Energy Absorption', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Enhanced Senses', 'Illumination', 'Intelligence', 'Latent Abilities', 'Levitation', 'Magic', 'Magic Absorption', 'Magic Resistance', 'Non-Physical Interaction', 'Petrification', 'Power Absorption', 'Power Mimicry', 'Power Nullifier', 'Projection', 'Reactive Power Level', 'Reflexes', 'Shapeshifting', 'Stamina', 'Statistics Amplification', 'Super Speed', 'Super Strength', 'Transformation', 'Transmutation', 'Vision - Night', 'Vision - Telescopic', 'Vitakinesis', 'Wallcrawling', 'Weather Control', 'Accelerated Healing', 'Animal Attributes', 'Animal Oriented Powers', 'Attack Negation', 'Attack Reflection', 'Berserk Mode', 'Corruption', 'Corruption Resistance', 'Curse Manipulation', 'Curse Resistance', 'Danger Sense', 'Dexterity', 'Electrical Transport', 'Electricity Absorption', 'Electrokinesis', 'Elemental Transmogrification', 'Empathy', 'Energy Beams', 'Energy Resistance', 'Enhanced Condition', 'Exorcism', 'Explosion Manipulation', 'Extrasensory Perception', 'Fire Control', 'Fire Resistance', 'Flight', 'Force Fields', 'Gravity Control', 'Heat Generation', 'Heat Resistance', 'Hellfire Manipulation', 'Hellfire Resistance', 'Holy Resistance', 'Hypnokinesis', 'Illusion Resistance', 'Illusions', 'Information Analysis', 'Intangibility', 'Interstellar Travel', 'Jump', 'Light Control', 'Memory Manipulation', 'Mind Control Resistance', 'Phasing', 'Possession Resistance', 'Power Absorption Immunity', 'Psionic Powers', 'Purification', 'Rage Power', 'Regeneration', 'Resurrection', 'Sense Manipulation', 'Size Changing', 'Soul Resistance', 'Space Survivability', 'Stealth', 'Summoning', 'Telekinesis', 'Telepathy', 'Telepathy Resistance', 'Teleportation', 'Terrakinesis', 'Unholy Manipulation', 'Unholy Resistance', 'Vortex Creation', 'Water Control', 'Wind Control', 'Wishing', 'Bloodlust', 'Creation', 'Higher Dimensional Manipulation', 'Indomitable Will', 'Invulnerability', 'Law Manipulation', 'Life Manipulation', 'Marksmanship', 'Matter Manipulation', 'Molecular Manipulation', 'Perception Manipulation', 'Plasma Manipulation', 'Pocket Dimensions', 'Portal Creation', 'Power Mimicry Immunity', 'Probability Manipulation', 'Reality Warping', 'Shockwaves Generation', 'Soul Manipulation', 'Time Manipulation', 'Time Manipulation Resistance', 'Time Travel', 'Toxin and Disease Resistance', 'Vaporising Beams']",DC Comics
756,Black Alice,0,0,0,0,0,0,0,,DC Comics
757,Black Bat,0,0,0,0,0,0,0,,DC Comics
758,Black Beetle,0,0,0,0,0,0,0,,DC Comics
759,Black Beetle,65,30,25,45,80,70,20,"['Adaptation', 'Durability', 'Power Suit', 'Super Strength', 'Transformation', 'Accelerated Healing', 'Technopath/Cyberpath']",DC Comics
760,Black Betty,0,0,0,0,0,0,0,,DC Comics
761,Black Bison,0,0,0,0,0,0,0,,DC Comics
762,Black Bison,0,0,0,0,0,0,0,,DC Comics
763,Black Boris,0,0,0,0,0,0,0,,DC Comics
764,Black Canary,75,1,14,10,45,95,10,"['Acrobatics', 'Agility', 'Audio Control', 'Dexterity', 'Durability', 'Endurance', 'Intelligence', 'Master Martial Artist', 'Peak Human Condition', 'Reflexes', 'Sonic Scream', 'Stamina', 'Stealth', 'Weapons Master', 'Indomitable Will', 'Marksmanship', 'Vehicular Mastery', 'Master Tactician']",DC Comics
765,Black Canary,65,8,17,20,40,100,10,"['Acrobatics', 'Agility', 'Audio Control', 'Durability', 'Endurance', 'Information Analysis', 'Marksmanship', 'Master Martial Artist', 'Peak Human Condition', 'Reflexes', 'Sonic Scream', 'Stamina', 'Stealth', 'Weapons Master', 'Master Tactician', 'Vehicular Mastery', 'Enhanced Senses']",DC Comics
766,Black Canary,60,1,1,5,10,60,10,"['Stamina', 'Acrobatics', 'Marksmanship', 'Master Martial Artist', 'Stealth', 'Weapons Master', 'Agility', 'Reflexes', 'Vehicular Mastery']",DC Comics
767,Black Canary,65,1,10,15,45,90,10,"['Acrobatics', 'Agility', 'Audio Control', 'Dexterity', 'Durability', 'Endurance', 'Intelligence', 'Marksmanship', 'Master Martial Artist', 'Peak Human Condition', 'Reflexes', 'Sonic Scream', 'Stamina', 'Stealth', 'Weapons Master', 'Master Tactician']",DC Comics
768,Black Canary,80,1,11,10,40,100,10,"['Acrobatics', 'Agility', 'Audio Control', 'Dexterity', 'Durability', 'Endurance', 'Intelligence', 'Intuitive aptitude', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Peak Human Condition', 'Reflexes', 'Sonic Scream', 'Stamina', 'Stealth', 'Weapons Master', 'Gliding', 'Indomitable Will', 'Information Analysis', 'Vibration Manipulation']",DC Comics
769,Black Canary,55,1,6,5,35,40,10,"['Stamina', 'Sonic Scream', 'Stealth', 'Agility', 'Master Martial Artist', 'Reflexes']",DC Comics
770,Black Canary,55,14,25,13,30,70,30,"['Acrobatics', 'Master Martial Artist', 'Pressure Points', 'Sound Manipulation', 'Element Control', 'Weapons Master']",DC Comics
771,Black Canary,0,0,0,0,0,0,0,,DC Comics
772,Black Canary,65,5,5,15,20,85,20,"['Acrobatics', 'Agility', 'Intelligence', 'Master Martial Artist', 'Peak Human Condition', 'Sonic Scream', 'Stamina', 'Endurance', 'Stealth']",DC Comics
773,Black Canary,0,0,0,0,0,0,0,,DC Comics
774,Black Canary,0,0,0,0,0,0,0,,DC Comics
775,Black Canary II,60,1,6,10,30,70,10,"['Peak Human Condition', 'Stamina', 'Acrobatics', 'Agility', 'Sonic Scream', 'Stealth', 'Marksmanship', 'Master Martial Artist', 'Reflexes']",DC Comics
776,Black Condor,0,0,0,0,0,0,0,,DC Comics
777,Black Condor,0,0,0,0,0,0,0,,DC Comics
778,Black Eagle,0,0,0,0,0,0,0,,DC Comics
779,Black Flame,0,0,0,0,0,0,0,,DC Comics
780,Black Flash,50,30,100,70,100,50,60,"['Absorption', 'Accelerated Healing', 'Acrobatics', 'Afterimage Creation', 'Agility', 'Berserk Mode', 'Bloodlust', 'Bullet Time', 'Cold Resistance', 'Death Manipulation', 'Death Touch', 'Density Control', 'Dexterity', 'Durability', 'Electrokinesis', 'Emotional Power Up', 'Endurance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Senses', 'Enhanced Sight', 'Enhanced Smell', 'Grim Reaping', 'Heal', 'Heat Generation', 'Immortality', 'Intangibility', 'Invisibility', 'Jump', 'Phasing', 'Portal Creation', 'Radiation Immunity', 'Reflexes', 'Regeneration', 'Spatial Manipulation', 'Stamina', 'Super Speed', 'Super Strength', 'Time Manipulation', 'Time Manipulation Resistance', 'Time Travel', 'Timeframe Control', 'Toxin and Disease Resistance', 'Vibration Manipulation', 'Wind Control', 'Dimensional Travel', 'Electricity Resistance', 'Energy Absorption', 'Energy Resistance', 'Enhanced Touch', 'Heat Resistance', 'Insanity', 'Soul Resistance', 'Existence Erasure Resistance']",DC Comics
781,Black Flash,0,0,0,0,0,0,0,,DC Comics
782,Black Flash,0,0,0,0,0,0,0,,DC Comics
783,Black Flash,0,0,0,0,0,0,0,,DC Comics
784,Black Flash II,0,0,0,0,0,0,0,,DC Comics
785,Black Halo,0,0,0,0,0,0,0,,DC Comics
786,Black Hand,75,100,100,100,100,60,70,"['Absorption', 'Accelerated Healing', 'Adaptation', 'Blood Manipulation', 'Bloodlust', 'Corruption', 'Corruption Resistance', 'Cosmic Awareness', 'Darkforce Manipulation', 'Death Manipulation', 'Dexterity', 'Durability', 'Extrasensory Perception', 'Fire Resistance', 'Flight', 'Heal', 'Heat Resistance', 'Illusions', 'Immortality', 'Intelligence', 'Life Manipulation', 'Necromancy', 'Power Absorption', 'Projection', 'Regeneration', 'Resurrection', 'Sealing', 'Self-Sustenance', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Transmutation', 'Zombie Physiology', 'Agility', 'Biokinesis', 'Black Hole Manipulation', 'Bullet Time', 'Cold Resistance', 'Dig', 'Dimension Storage', 'Dimensional Travel', 'Electricity Resistance', 'Endurance', 'Energy Absorption', 'Energy Beams', 'Energy Constructs', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Senses', 'Force Fields', 'Grappling/Climbing', 'Intangibility', 'Interstellar Travel', 'Invulnerability', 'Longevity', 'Marksmanship', 'Matter Manipulation', 'Mind Control', 'Morality Manipulation', 'Perception Manipulation', 'Petrification', 'Plot Manipulation', 'Possession Resistance', 'Radiation Control', 'Reflexes', 'Spaceflight', 'Summoning', 'Super Breath', 'Telepathy Resistance', 'Time Manipulation Resistance', 'Underwater breathing', 'Unholy Resistance', 'Weapon-based Powers', 'Weapons Master', 'Creation', 'Death Touch', 'Existence Erasure Resistance']",DC Comics
787,Black Hand,0,0,0,0,0,0,0,,DC Comics
788,Black Hawk,0,0,0,0,0,0,0,,DC Comics
789,Black Hood,0,0,0,0,0,0,0,,DC Comics
790,Black Ice,0,0,0,0,0,0,0,,DC Comics
791,Black Jack,0,0,0,0,0,0,0,,DC Comics
792,Black Lantern,100,100,100,100,100,100,80,['Nigh-Omnipotence'],DC Comics
793,Black Lantern,100,100,100,100,100,100,90,"['Nigh-Omnipotence', 'Nigh-Omnipresence', 'Nigh-Omniscience']",DC Comics
