,Names,Intelligence,Strength,Speed,Durability,Power,Combat,Tier,Abilities,Creators
2101,Famine (First Horsemen),0,0,0,0,0,0,0,,Marvel Comics
2102,Famine (Cypher Possessed by Krakoa),85,25,7,55,70,50,30,"['Durability', 'Hive-Mind', 'Intelligence', 'Omnilingualism', 'Portal Creation', 'Self-Sustenance', 'Super Strength', 'Endurance', 'Telepathy Resistance', 'Avatar Creation', 'Technopath/Cyberpath']",Marvel Comics
2103,Famine,0,0,0,0,0,0,0,,Marvel Comics
2104,Famine,0,0,0,0,0,0,0,,Marvel Comics
2105,Famine (Horsemen of Apocalypse),0,0,0,0,0,0,0,,Marvel Comics
2106,Fancy Dan,0,0,0,0,0,0,0,,Marvel Comics
2107,Fancy Dan,0,0,0,0,0,0,0,,Marvel Comics
2108,Fandral,65,30,25,50,40,95,30,"['Durability', 'Stamina', 'Super Speed', 'Super Strength', 'Accelerated Healing', 'Agility', 'Cold Resistance', 'Dexterity', 'Endurance', 'Energy Resistance', 'Enhanced Senses', 'Fire Resistance', 'Heat Resistance', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Reflexes', 'Regeneration', 'Toxin and Disease Resistance', 'Weapons Master']",Marvel Comics
2109,Fandral,0,0,0,0,0,0,0,,Marvel Comics
2110,Fandral,0,0,0,0,0,0,0,,Marvel Comics
2111,Fandral,0,0,0,0,0,0,0,,Marvel Comics
2112,Fantasy Man,0,0,0,0,0,0,0,,Marvel Comics
2113,Fantomelle,0,0,0,0,0,0,0,,Marvel Comics
2114,Fantomex,75,8,25,15,25,90,10,"['Acrobatics', 'Agility', 'Bloodlust', 'Cyborgization', 'Dexterity', 'Disguise Mastery', 'Empathy', 'Endurance', 'Enhanced Senses', 'Extrasensory Perception', 'Information Analysis', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Pain Suppression', 'Reflexes', 'Stamina', 'Stealth', 'Surface Scaling', 'Vehicular Mastery', 'Weapons Master', 'Accelerated Healing', 'Berserk Mode', 'Body Puppetry', 'Cold Resistance', 'Electrical Transport', 'Electricity Resistance', 'Energy Blasts', 'Enhanced Hearing', 'Enhanced Memory', 'Explosion Manipulation', 'Force Fields', 'Hacking', 'Heat Resistance', 'Homing Attack', 'Illusion Resistance', 'Illusions', 'Mind Control Resistance', 'Paralysis', 'Radiation Immunity', 'Self-Sustenance', 'Size Changing', 'Smoke Manipulation', 'Toxin and Disease Resistance', 'Durability Negation', 'Flight', 'Immortality', 'Jump', 'Mind Control', 'Regeneration', 'Sleep Manipulation']",Marvel Comics
2115,Fantomex 5,0,0,0,0,0,0,0,,Marvel Comics
2116,Farallah,0,0,0,0,0,0,0,,Marvel Comics
2117,Farbauti,0,0,0,0,0,0,0,,Marvel Comics
2118,Fashima,0,0,0,0,0,0,0,,Marvel Comics
2119,Fat Cobra,0,0,0,0,0,0,0,,Marvel Comics
2120,Fat Thor,70,100,25,50,70,85,40,"['Berserk Mode', 'Cold Resistance', 'Durability', 'Electrical Transport', 'Electrokinesis', 'Fire Resistance', 'Heat Resistance', 'Intelligence', 'Master Martial Artist', 'Master Tactician', 'Radiation Immunity', 'Shockwaves Generation', 'Stamina', 'Toxin and Disease Resistance', 'Weapons Master', 'Weather Control', 'Accelerated Healing', 'Agility', 'Air Control', 'Cloth Manipulation', 'Dexterity', 'Dimensional Travel', 'Electricity Resistance', 'Endurance', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Senses', 'Enhanced Sight', 'Flight', 'Interstellar Travel', 'Invulnerability', 'Longevity', 'Portal Creation', 'Precognition', 'Regeneration', 'Spaceflight', 'Telekinesis', 'Immortality']",Marvel Comics
2121,Fatale,0,0,0,0,0,0,0,,Marvel Comics
2122,Father Diablo,0,0,0,0,0,0,0,,Marvel Comics
2123,Father Of All Worlds,0,0,0,0,0,0,0,,Marvel Comics
2124,Fault Zone,0,0,0,0,0,0,0,,Marvel Comics
2125,Faustia,0,0,0,0,0,0,0,,Marvel Comics
2126,Faze,0,0,0,0,0,0,0,,Marvel Comics
2127,Fenris,60,100,100,100,100,40,60,"['Body Puppetry', 'Clairvoyance Resistance', 'Cold Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Senses', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Thievery', 'Enhanced Touch', 'Explosion Manipulation', 'Fire Resistance', 'Heat Resistance', 'Illusion Resistance', 'Immortality', 'Jump', 'Large Size', 'Magic Resistance', 'Natural Weapons', 'Pocket Dimensions', 'Possession Resistance', 'Radiation Immunity', 'Resurrection', 'Size Changing', 'Stamina', 'Toxin and Disease Resistance', 'Curse Resistance', 'Dexterity', 'Electricity Resistance', 'Endurance', 'Energy Resistance', 'Hellfire Resistance', 'Longevity', 'Reflexes', 'Soul Resistance', 'Telepathy Resistance', 'Time Manipulation Resistance']",Marvel Comics
2128,Fenris,50,50,25,30,50,40,30,"['Agility', 'Animal Attributes', 'Berserk Mode', 'Cold Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Senses', 'Enhanced Sight', 'Enhanced Smell', 'Heal', 'Jaw Strength', 'Longevity', 'Radiation Immunity', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Accelerated Healing', 'Fire Resistance', 'Heat Resistance', 'Hunters Instinct', 'Immortality', 'Jump', 'Large Size', 'Reflexes', 'Regeneration', 'Resurrection']",Marvel Comics
2129,Fenris,0,0,0,0,0,0,0,,Marvel Comics
2130,Fer-de-Lance,0,0,0,0,0,0,0,,Marvel Comics
2131,Feral,0,0,0,0,0,0,0,,Marvel Comics
2132,Ferene The Other,0,0,0,0,0,0,0,,Marvel Comics
2133,Fernande,0,0,0,0,0,0,0,,Marvel Comics
2134,Ferocia,0,0,0,0,0,0,0,,Marvel Comics
2135,Feron,0,0,0,0,0,0,0,,Marvel Comics
2136,Fever Pitch,0,0,0,0,0,0,0,,Marvel Comics
2137,Fifolet,0,0,0,0,0,0,0,,Marvel Comics
2138,Figure,0,0,0,0,0,0,0,,Marvel Comics
2139,Fin Fang Foom,75,100,55,85,85,75,40,"['Accelerated Healing', 'Acid Manipulation', 'Acidic Spit', 'Cold Resistance', 'Durability', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Senses', 'Enhanced Sight', 'Fire Resistance', 'Flight', 'Heat Generation', 'Heat Resistance', 'Immortality', 'Intelligence', 'Jaw Strength', 'Large Size', 'Longevity', 'Peak Human Condition', 'Radiation Absorption', 'Radiation Control', 'Radiation Immunity', 'Shapeshifting', 'Size Changing', 'Stamina', 'Substance Secretion', 'Super Breath', 'Super Speed', 'Super Strength', 'Telepathy', 'Toxin and Disease Resistance', 'Adaptation', 'Agility', 'Animal Attributes', 'Animal Control', 'Berserk Mode', 'Danger Sense', 'Dexterity', 'Emotional Power Up', 'Endurance', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Condition', 'Enhanced Smell', 'Indomitable Will', 'Insanity', 'Invulnerability', 'Jump', 'Levitation', 'Master Martial Artist', 'Mind Control', 'Natural Armor', 'Natural Weapons', 'Possession', 'Reflexes', 'Regeneration', 'Shockwaves Generation', 'Statistics Amplification', 'Stealth', 'Supernatural Condition', 'Transformation', 'Vision - Night', 'Transmutation']",Marvel Comics
2140,Fin Fang Foom,0,0,0,0,0,0,0,,Marvel Comics
2141,Fin Fang Foom,0,0,0,0,0,0,0,,Marvel Comics
2142,Fin Fang Foom,0,0,0,0,0,0,0,,Marvel Comics
2143,Fin Fang Foom,0,0,0,0,0,0,0,,Marvel Comics
2144,Finesse,0,0,0,0,0,0,0,,Marvel Comics
2145,Finisher,0,0,0,0,0,0,0,,Marvel Comics
2146,Finnegan,0,0,0,0,0,0,0,,Marvel Comics
2147,Fire Beast,0,0,0,0,0,0,0,,Marvel Comics
2148,Fire Elemental,0,0,0,0,0,0,0,,Marvel Comics
2149,Fire Knives,0,0,0,0,0,0,0,,Marvel Comics
2150,Firearm,0,0,0,0,0,0,0,,Marvel Comics
2151,Firearm,0,0,0,0,0,0,0,,Marvel Comics
2152,Firebird,60,25,75,100,45,55,40,"['Agility', 'Aura', 'Dexterity', 'Durability', 'Element Control', 'Energy Manipulation', 'Fire Control', 'Fire Resistance', 'Flight', 'Heat Generation', 'Heat Resistance', 'Illumination', 'Immortality', 'Invulnerability', 'Peak Human Condition', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Accelerated Development', 'Acrobatics', 'Air Control', 'Endurance', 'Energy Beams', 'Energy Blasts', 'Gliding', 'Latent Abilities', 'Levitation', 'Light Control', 'Radiation Immunity', 'Reactive Evolution', 'Reactive Power Level', 'Reflexes', 'Space Survivability', 'Vaporising Beams', 'Wind Control', 'Wing Manifestation', 'Adaptation', 'Clairvoyance']",Marvel Comics
2153,Firebrand,0,0,0,0,0,0,0,,Marvel Comics
2154,Firebrand,0,0,0,0,0,0,0,,Marvel Comics
2155,Firebrand,0,0,0,0,0,0,0,,Marvel Comics
2156,Firebug,0,0,0,0,0,0,0,,Marvel Comics
2157,Firebug (Alpha Flight Verse),0,0,0,0,0,0,0,,Marvel Comics
2158,Firecat (Magically Powered),0,0,0,0,0,0,0,,Marvel Comics
2159,Firefist,0,0,0,0,0,0,0,,Marvel Comics
2160,Firefist,50,1,1,10,50,30,10,"['Fire Control', 'Fire Resistance', 'Heat Generation', 'Heat Resistance', 'Stands', 'Stealth', 'Master Tactician']",Marvel Comics
2161,Firefly,0,0,0,0,0,0,0,,Marvel Comics
2162,Firefox,0,0,0,0,0,0,0,,Marvel Comics
2163,Firelord,60,85,100,100,100,75,60,"['Absorption', 'Accelerated Healing', 'Agility', 'Cold Resistance', 'Cosmic Awareness', 'Dexterity', 'Durability', 'Electro-Magnetism Manipulation', 'Endurance', 'Energy Absorption', 'Energy Manipulation', 'Enhanced Senses', 'Fire Control', 'Fire Resistance', 'Flight', 'Heat Generation', 'Heat Resistance', 'Intelligence', 'Light Control', 'Longevity', 'Power Cosmic', 'Projection', 'Radiation Immunity', 'Reflexes', 'Self-Sustenance', 'Spaceflight', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Dimensional Awareness', 'Dimensional Travel', 'Electricity Resistance', 'Energy Resistance', 'Enhanced Memory', 'Enhanced Sight', 'Gravity Control', 'Hellfire Resistance', 'Immortality', 'Invulnerability', 'Molecular Manipulation', 'Regeneration']",Marvel Comics
2164,Firelord,0,0,0,0,0,0,0,,Marvel Comics
2165,Firelord,0,0,0,0,0,0,0,,Marvel Comics
2166,Firepower,0,0,0,0,0,0,0,,Marvel Comics
2167,Firepower,65,50,30,30,40,75,20,"['Cold Resistance', 'Cyborgization', 'Durability', 'Energy Armor', 'Energy Blasts', 'Energy Resistance', 'Explosion Manipulation', 'Flight', 'Heat Generation', 'Heat Resistance', 'Master Martial Artist', 'Master Tactician', 'Radiation Immunity', 'Technopath/Cyberpath', 'Vehicular Mastery', 'Weapons Master', 'Adaptation', 'Agility', 'Electricity Resistance', 'Electrokinesis', 'Energy Beams', 'Energy Constructs', 'Energy Manipulation', 'Fire Control', 'Fire Resistance', 'Homing Attack', 'Invulnerability', 'Nanotechnology', 'Sound Manipulation', 'Spaceflight', 'Toxin and Disease Resistance']",Marvel Comics
2168,Firepower,0,0,0,0,0,0,0,,Marvel Comics
2169,Firestar,60,5,25,30,45,40,20,"['Aura', 'Cold Resistance', 'Energy Absorption', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Fire Control', 'Flight', 'Heat Generation', 'Heat Resistance', 'Stamina', 'Agility', 'Dexterity', 'Electro-Magnetism Manipulation', 'Electrokinesis', 'Endurance', 'Fire Resistance', 'Levitation', 'Psionic Powers', 'Reflexes', 'Spaceflight', 'Toxin and Disease Resistance', 'Telepathy Resistance']",Marvel Comics
2170,Firestar,85,25,25,14,80,60,30,"['Fire Control', 'Flight', 'Intelligence']",Marvel Comics
2171,Firestar,60,1,30,20,75,40,20,"['Aura', 'Durability', 'Fire Control', 'Fire Resistance', 'Flight', 'Heat Generation', 'Heat Resistance', 'Intelligence', 'Levitation', 'Peak Human Condition', 'Stamina', 'Super Speed', 'Acrobatics', 'Agility', 'Dexterity', 'Endurance', 'Energy Blasts', 'Mind Control Resistance', 'Molecular Manipulation', 'Reflexes', 'Accelerated Healing', 'Cold Resistance', 'Energy Absorption', 'Energy Manipulation', 'Energy Resistance', 'Regeneration']",Marvel Comics
2172,First Knife,0,0,0,0,0,0,0,,Marvel Comics
2173,Fixer,0,0,0,0,0,0,0,,Marvel Comics
2174,Fiz,0,0,0,0,0,0,0,,Marvel Comics
2175,Flag-Smasher,60,8,20,15,20,80,10,"['Acrobatics', 'Agility', 'Bloodlust', 'Dexterity', 'Durability', 'Endurance', 'Enhanced Senses', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Reflexes', 'Stamina', 'Statistics Reduction', 'Vehicular Mastery', 'Weapons Master', 'Accelerated Healing', 'Cold Resistance', 'Explosion Manipulation', 'Heat Resistance', 'Jump', 'Radiation Immunity', 'Social Influencing', 'Surface Scaling', 'Toxin and Disease Resistance', 'Fire Resistance', 'Flight']",Marvel Comics
2176,Flag-Smasher,60,25,25,15,30,60,10,"['Agility', 'Dexterity', 'Endurance', 'Enhanced Senses', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Acrobatics', 'Enhanced Condition', 'Accelerated Healing', 'Disguise Mastery', 'Jump', 'Master Martial Artist', 'Master Tactician', 'Weapons Master']",Marvel Comics
2177,Flambé,0,0,0,0,0,0,0,,Marvel Comics
2178,Flame,0,0,0,0,0,0,0,,Marvel Comics
2179,Flare,0,0,0,0,0,0,0,,Marvel Comics
2180,Flash Thompson,0,0,0,0,0,0,0,,Marvel Comics
2181,Flash Thompson,0,0,0,0,0,0,0,,Marvel Comics
2182,Flashback,0,0,0,0,0,0,0,,Marvel Comics
2183,Flashback,0,0,0,0,0,0,0,,Marvel Comics
2184,Flashfire,0,0,0,0,0,0,0,,Marvel Comics
2185,Flatman,0,0,0,0,0,0,0,,Marvel Comics
2186,Flerken,0,0,0,0,0,0,0,,Marvel Comics
2187,Flex,0,0,0,0,0,0,0,,Marvel Comics
2188,Flexo The Rubber Man,0,0,0,0,0,0,0,,Marvel Comics
2189,Flint,0,0,0,0,0,0,0,,Marvel Comics
2190,Flipside,0,0,0,0,0,0,0,,Marvel Comics
2191,Flowa,0,0,0,0,0,0,0,,Marvel Comics
2192,Flux,0,0,0,0,0,0,0,,Marvel Comics
2193,Flux,50,100,75,100,100,70,50,"['Absolute Condition', 'Accelerated Healing', 'Agility', 'Awakened Power', 'Berserk Mode', 'Damage Boost', 'Dexterity', 'Durability', 'Emotional Power Up', 'Endurance', 'Enhanced Condition', 'Gamma Mutant Physiology', 'Jump', 'Multiple Personalities', 'Rage Power', 'Stamina', 'Accelerated Development', 'Adaptation', 'Bloodlust', 'Bullet Time', 'Clairvoyance Resistance', 'Cold Resistance', 'Damage Transferal', 'Enhanced Senses', 'Fire Resistance', 'Grappling/Climbing', 'Heat Resistance', 'Invulnerability', 'Marksmanship', 'Mind Control Resistance', 'Power Augmentation', 'Radiation Absorption', 'Reflexes', 'Regeneration', 'Weapons Master', 'Corruption Resistance', 'Electricity Absorption', 'Electricity Resistance', 'Energy Resistance', 'Illusion Resistance', 'Pain Suppression', 'Power Modification', 'Shockwaves Generation', 'Stealth', 'Telepathy Resistance']",Marvel Comics
2194,Flying Carpet,0,0,0,0,0,0,0,,Marvel Comics
2195,Flying Tiger,0,0,0,0,0,0,0,,Marvel Comics
2196,Fogg,0,0,0,0,0,0,0,,Marvel Comics
2197,Foggy Nelson,0,0,0,0,0,0,0,,Marvel Comics
2198,Foggy Nelson,0,0,0,0,0,0,0,,Marvel Comics
2199,Foggy Nelson,0,0,0,0,0,0,0,,Marvel Comics
2200,Foggy Nelson,0,0,0,0,0,0,0,,Marvel Comics
2201,Folkbern Logan,0,0,0,0,0,0,0,,Marvel Comics
2202,Foolkiller,0,0,0,0,0,0,0,,Marvel Comics
2203,Foolkiller,0,0,0,0,0,0,0,,Marvel Comics
2204,Forbush-Man,0,0,0,0,0,0,0,,Marvel Comics
2205,Force,0,0,0,0,0,0,0,,Marvel Comics
2206,Force,0,0,0,0,0,0,0,,Marvel Comics
2207,Foreigner,0,0,0,0,0,0,0,,Marvel Comics
2208,Forge,0,0,0,0,0,0,0,,Marvel Comics
2209,Forge,0,0,0,0,0,0,0,,Marvel Comics
2210,Forge,0,0,0,0,0,0,0,,Marvel Comics
2211,ForgetMeNot,0,0,0,0,0,0,0,,Marvel Comics
2212,Forgotten One,0,0,0,0,0,0,0,,Marvel Comics
2213,"Forrester, Lee",0,0,0,0,0,0,0,,Marvel Comics
2214,Frank Drake,0,0,0,0,0,0,0,,Marvel Comics
2215,Frank The Pug,0,0,0,0,0,0,0,,Marvel Comics
2216,Franken-Castle,65,30,11,30,50,95,10,"['Accelerated Healing', 'Endurance', 'Indomitable Will', 'Marksmanship', 'Master Tactician', 'Pain Suppression', 'Preparation', 'Toxin and Disease Resistance', 'Zombie Physiology', 'Berserk Mode', 'Dexterity', 'Explosion Manipulation', 'Fire Resistance', 'Gadget Usage', 'Heat Resistance', 'Master Martial Artist', 'Mechanical Aptitude', 'Mind Control Resistance', 'Reflexes', 'Self-Sustenance', 'Supernatural Condition', 'Weapon-based Powers', 'Weapons Master', 'Danmaku', 'Electrokinesis', 'Enhanced Senses', 'Fire Control', 'Immortality', 'Insanity', 'Jump', 'Large Size', 'Regeneration', 'Stealth']",Marvel Comics
2217,Frankenstein's Monster,0,0,0,0,0,0,0,,Marvel Comics
2218,Frankie Arno,0,0,0,0,0,0,0,,Marvel Comics
2219,Franklin Benjamin Murdock,0,0,0,0,0,0,0,,Marvel Comics
2220,Franklin Richards,65,100,100,100,100,25,80,"['Absorption', 'Acausality', 'Adaptation', 'Afterimage Creation', 'Animation', 'Astral Projection', 'Astral Trap', 'Astral Travel', 'Aura', 'Awakened Power', 'Causality Manipulation', 'Clairvoyance', 'Conceptual Manipulation', 'Creation', 'Dimension Storage', 'Dimensional Awareness', 'Dimensional Travel', 'Durability', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Flight', 'Force Fields', 'Higher Dimensional Manipulation', 'Illusions', 'Immortality', 'Intelligence', 'Invulnerability', 'Law Manipulation', 'Levitation', 'Life Manipulation', 'Longevity', 'Matter Manipulation', 'Mind Control Resistance', 'Molecular Manipulation', 'Omni-Sense', 'Omnifabrication', 'Organic Manipulation', 'Peak Human Condition', 'Physics Manipulation', 'Pocket Dimensions', 'Portal Creation', 'Possession', 'Precognition', 'Projection', 'Psionic Powers', 'Quantum Manipulation', 'Reality Warping', 'Reality Warping Resistance', 'Resurrection', 'Spaceflight', 'Spatial Awareness', 'Spatial Manipulation', 'Stamina', 'Subjective Reality', 'Super Speed', 'Super Strength', 'Telekinesis', 'Telepathy', 'Telepathy Resistance', 'Teleportation', 'Time Manipulation', 'Time Manipulation Resistance', 'Time Travel', 'Timeframe Control', 'Transmutation', 'Wishing', 'Ability Shift', 'Accelerated Development', 'Accelerated Healing', 'Agility', 'Anti-Gravity', 'Berserk Mode', 'Biokinesis', 'Black Hole Manipulation', 'Blessed', 'Body Puppetry', 'Cold Resistance', 'Corruption Resistance', 'Cosmic Awareness', 'Danger Sense', 'Death Touch', 'Dexterity', 'Dream Manipulation', 'Duplication', 'Electricity Resistance', 'Emotional Power Up', 'Empathy', 'Endurance', 'Energy Constructs', 'Energy Embodiment', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Senses', 'Enhanced Sight', 'Enhanced Touch', 'Entropy Projection', 'Existence Erasure', 'Existence Erasure Resistance', 'Extrasensory Perception', 'Fate Manipulation', 'Fate Resistance', 'Fire Resistance', 'Gravity Control', 'Grim Reaping', 'Heat Resistance', 'Hyperkinesis', 'Hypnokinesis', 'Illumination', 'Illusion Resistance', 'Indomitable Will', 'Interstellar Travel', 'Jump', 'Latent Abilities', 'Light Control', 'Luck', 'Magic', 'Magic Resistance', 'Marksmanship', 'Matter Absorption', 'Memory Manipulation', 'Mind Blast', 'Mind Control', 'Mind Transfer', 'Molecular Combustion', 'Molecular Dissipation', 'Molecular Immobilization', 'Molecular Oscillation', 'Non-Physical Interaction', 'Possession Resistance', 'Postcognition', 'Power Absorption Immunity', 'Power Nullifier', 'Radar Sense', 'Radiation Immunity', 'Reactive Power Level', 'Reflexes', 'Self-Sustenance', 'Social Influencing', 'Soul Resistance', 'Spatial Communication', 'Statistics Amplification', 'Stealth', 'Toxin and Disease Resistance', 'Vaporising Beams', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vitakinesis']",Marvel Comics
2221,Franklin Richards (Adult),80,100,100,100,100,60,80,"['Absorption', 'Acausality', 'Accelerated Healing', 'Acid Resistants', 'Afterimage Creation', 'Agility', 'Animation', 'Anti-Gravity', 'Antimatter Manipulation', 'Astral Projection', 'Astral Trap', 'Astral Travel', 'Attack Negation', 'Attack Reflection', 'Aura', 'Awakened Power', 'Banish', 'Black Hole Manipulation', 'Body Puppetry', 'Bullet Time', 'Causality Manipulation', 'Clairvoyance', 'Cold Resistance', 'Conceptual Manipulation', 'Corruption Resistance', 'Cosmic Awareness', 'Creation', 'Cryokinesis', 'Damage Boost', 'Damage Reduction', 'Damage Transferal', 'Danger Sense', 'Death Manipulation', 'Dexterity', 'Dimension Storage', 'Dimensional Awareness', 'Dimensional Travel', 'Dream Manipulation', 'Durability', 'Electricity Resistance', 'Electrokinesis', 'Element Control', 'Endurance', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Embodiment', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Senses', 'Enhanced Sight', 'Existence Erasure', 'Existence Erasure Resistance', 'Explosion Manipulation', 'Extrasensory Perception', 'Fire Resistance', 'Flight', 'Force Fields', 'Gliding', 'Gravity Control', 'Heat Generation', 'Heat Resistance', 'Hellfire Resistance', 'Higher Dimensional Manipulation', 'Illumination', 'Illusion Resistance', 'Illusions', 'Immortality', 'Indomitable Will', 'Intelligence', 'Interstellar Travel', 'Invisibility', 'Invulnerability', 'Law Manipulation', 'Levitation', 'Life Manipulation', 'Light Control', 'Longevity', 'Madness Manipulation', 'Magic', 'Magic Resistance', 'Master Martial Artist', 'Master Tactician', 'Matter Absorption', 'Matter Manipulation', 'Melting', 'Mind Control', 'Mind Control Resistance', 'Molecular Combustion', 'Molecular Dissipation', 'Molecular Immobilization', 'Molecular Manipulation', 'Molecular Oscillation', 'Necromancy', 'Non-Physical Interaction', 'Omni-Sense', 'Omnifabrication', 'Organic Manipulation', 'Peak Human Condition', 'Perception Manipulation', 'Phasing', 'Physics Manipulation', 'Plasma Manipulation', 'Pocket Dimensions', 'Portal Creation', 'Possession Resistance', 'Postcognition', 'Power Absorption', 'Power Nullifier', 'Precognition', 'Projection', 'Psionic Powers', 'Quantum Manipulation', 'Reality Warping', 'Reality Warping Resistance', 'Reflexes', 'Regeneration', 'Resurrection', 'Self-Sustenance', 'Soul Resistance', 'Spaceflight', 'Spatial Awareness', 'Spatial Manipulation', 'Stamina', 'Stealth', 'Subjective Reality', 'Super Speed', 'Super Strength', 'Telekinesis', 'Telepathy', 'Telepathy Resistance', 'Teleportation', 'Time Manipulation', 'Time Manipulation Resistance', 'Time Travel', 'Timeframe Control', 'Toxin and Disease Resistance', 'Transmutation', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vitakinesis', 'Vortex Creation', 'Weapon Creation', 'Weapons Master', 'Weather Control', 'Wind Control', 'Ability Shift', 'Accelerated Development', 'Biokinesis', 'Blessed', 'Causality Resistance', 'Clairvoyance Resistance', 'Cloaking', 'Curse Resistance', 'Dark Matter Manipulation', 'Death Touch', 'Disguise Resistance', 'Electro-Magnetism Manipulation', 'Empathy', 'Enhanced Hearing', 'Enhanced Memory', 'Fate Manipulation', 'Fate Resistance', 'Holy Resistance', 'Hyperkinesis', 'Hypnokinesis', 'Information Analysis', 'Jump', 'Memory Manipulation', 'Mind Blast', 'Mind Transfer', 'Power Absorption Immunity', 'Power Augmentation', 'Power Bestowal', 'Power Mimicry', 'Power Mimicry Immunity', 'Power Modification', 'Radiation Immunity', 'Reactive Power Level', 'Shadow Manipulation', 'Spatial Communication', 'Statistics Amplification', 'Terrakinesis', 'Vaporising Beams', 'Vision - Thermal', 'Acrobatics', 'Adaptation', 'Audio Control', 'Sound Manipulation']",Marvel Comics
2222,Franklin Richards (Venomized),0,0,0,0,0,0,0,,Marvel Comics
2223,Franklin Richards (Beyonders Power),100,100,100,100,100,100,90,"['Nigh-Omnipotence', 'Nigh-Omnipresence']",Marvel Comics
2224,Franklin Richards,0,0,0,0,0,0,0,,Marvel Comics
2225,Franklin Richards,0,0,0,0,0,0,0,,Marvel Comics
2226,Franklin Richards,0,0,0,0,0,0,0,,Marvel Comics
2227,Franklin Storm,0,0,0,0,0,0,0,,Marvel Comics
2228,Franz Cadavus,0,0,0,0,0,0,0,,Marvel Comics
2229,Fraxix,0,0,0,0,0,0,0,,Marvel Comics
2230,Fred Dukes,0,0,0,0,0,0,0,,Marvel Comics
2231,Fredrick Hudson,0,0,0,0,0,0,0,,Marvel Comics
2232,Fredzilla,0,0,0,0,0,0,0,,Marvel Comics
2233,Free Spirit,0,0,0,0,0,0,0,,Marvel Comics
2234,Freebooter,0,0,0,0,0,0,0,,Marvel Comics
2235,Frenzy,0,0,0,0,0,0,0,,Marvel Comics
2236,Frey,0,0,0,0,0,0,0,,Marvel Comics
2237,Frigg,0,0,0,0,0,0,0,,Marvel Comics
2238,Frigga,90,25,20,13,35,95,10,"['Agility', 'Camouflage', 'Cloaking', 'Illusions', 'Intelligence', 'Longevity', 'Stamina', 'Accelerated Healing', 'Dexterity', 'Enhanced Senses', 'Master Martial Artist', 'Reflexes', 'Stealth', 'Endurance']",Marvel Comics
2239,Fritz Kalb,0,0,0,0,0,0,0,,Marvel Comics
2240,Frog Man,0,0,0,0,0,0,0,,Marvel Comics
2241,Frost Giants,0,0,0,0,0,0,0,,Marvel Comics
2242,"Frost, Adrienne",0,0,0,0,0,0,0,,Marvel Comics
2243,Frostbite,0,0,0,0,0,0,0,,Marvel Comics
2244,Frösti,65,25,14,20,50,50,20,"['Clairvoyance', 'Cold Resistance', 'Durability', 'Intelligence', 'Magic', 'Stamina', 'Super Strength', 'Endurance', 'Enhanced Senses', 'Radiation Immunity', 'Reflexes', 'Regeneration', 'Self-Sustenance', 'Toxin and Disease Resistance', 'Accelerated Healing', 'Agility', 'Magic Resistance']",Marvel Comics
2245,Frostix,0,0,0,0,0,0,0,,Marvel Comics
2246,Fuego,55,1,1,30,60,30,20,"['Fire Control', 'Energy Absorption']",Marvel Comics
2247,Fume,0,0,0,0,0,0,0,,Marvel Comics
2248,Funny Face,0,0,0,0,0,0,0,,Marvel Comics
2249,Fury,0,0,0,0,0,0,0,,Marvel Comics
2250,Future Man,0,0,0,0,0,0,0,,Marvel Comics
2251,Futurist,0,0,0,0,0,0,0,,Marvel Comics
2252,Gabe Acheron,0,0,0,0,0,0,0,,Marvel Comics
